623;Czy w tym miejscu możesz skręcić w lewo, na parking?;;;;N;MM_D14_34_org.mp4;PODSTAWOWY;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
624;Zamierzasz odpocząć. Czy w tym miejscu możesz skręcić w lewo, na parking?;;;;N;MM_D14_38_org.mp4;PODSTAWOWY;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
626;Czy w tej sytuacji wolno Ci skręcić w lewo z zajmowanego przez Ciebie pasa ruchu?;;;;N;MM_D14_42_org.mp4;PODSTAWOWY;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
627;Czy w tym miejscu wolno Ci wjechać na pas ruchu przeznaczony dla pojazdów jadących w przeciwnym kierunku?;;;;N;0445D14MM_aorgbm.jpg;PODSTAWOWY;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
630;Czy w tym miejscu, bezpośrednio przed przejściem dla pieszych, wolno Ci zmienić pas ruchu?;;;;N;D10MM_3org.mp4;PODSTAWOWY;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
632;Czy widoczny znak poziomy w kształcie trójkąta potwierdza ostrzeżenie o skrzyżowaniu z drogą z pierwszeństwem?;;;;T;D10MM_10org.mp4;PODSTAWOWY;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
637;Czy w tej sytuacji wolno Ci wjechać na sąsiedni prawy pas ruchu?;;;;T;D10MM_22org.mp4;PODSTAWOWY;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
639;Czy widoczna poprzeczna linia przerywana wyznacza miejsce warunkowego zatrzymania pojazdu?;;;;T;D10MM_7org.mp4;PODSTAWOWY;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
745;Czy w przedstawionej sytuacji wolno Ci zawrócić, wykorzystując widoczną po lewej stronie zatokę?;;;;T;013org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W11
748;Czy w tej sytuacji masz prawo wyprzedzać samochód ciężarowy?;;;;T;048D15_a_org.jpg;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W12
758;Planujesz jechać na wprost, a kierujący pojazdem nadjeżdżającym z przeciwka ma zamiar skręcić w lewo. Czy masz przed nim pierwszeństwo?;;;;N;KW_D22_407_org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
770;Planujesz skręcić w lewo, a kierujący pojazdem z przeciwka ma zamiar jechać na wprost. Czy masz przed nim pierwszeństwo?;;;;N;KW_D22_417_org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
771;Zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa wszystkim pojazdom znajdującym się na skrzyżowaniu?;;;;T;KW_D22_418_org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
773;Zamierzasz jechać na wprost, a motocyklista chce skręcić w lewo. Czy masz obowiązek ustąpić mu pierwszeństwa?;;;;T;KW_D22_419_org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
774;Zamierzasz jechać na wprost, a kierujący pojazdem, jadącym z naprzeciwka, chce skręcić w lewo. Czy masz przed nim pierwszeństwo?;;;;N;KW_D22_419_org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
788;Zostałeś właśnie wyprzedzony przez pojazd widoczny przed Tobą. Czy bezpośrednio po wyprzedzeniu wolno Ci zwiększyć prędkość?;;;;N;D26_026org.jpg;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W12
799;Czy w tej sytuacji, wykonując manewr omijania, masz obowiązek zatrzymać się w razie potrzeby?;;;;T;D24_AK110org.mp4;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W13
809;Czy w tej sytuacji, podczas omijania, masz obowiązek zachować szczególną ostrożność?;;;;T;D24_AK120org.mp4;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W13
869;Czy widoczna linia wskazuje miejsce obowiązkowego zatrzymania się przed wjazdem na skrzyżowanie?;;;;T;D16_01_org.mp4;PODSTAWOWY;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
870;Czy widoczna linia wskazuje miejsce zatrzymania, które zapewnia Ci najlepszą widoczność na skrzyżowaniu?;;;;T;D16_01_org.mp4;PODSTAWOWY;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
872;Czy masz obowiązek zatrzymać się w wyznaczonym linią miejscu, nawet wtedy, gdy upewniłeś się, że drogą z pierwszeństwem przejazdu nie poruszają się inne pojazdy?;;;;T;D16_01_org.mp4;PODSTAWOWY;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
874;Czy w miejscu wyznaczonym przez widoczną linię przystankową wolno zatrzymywać się pojazdom przewożącym dzieci do szkół i przedszkoli?;;;;T;W4(23,54,80)org.mp4;PODSTAWOWY;1;D,D1;W4
884;Czy w tej sytuacji wolno Ci wjechać na pas ruchu przy prawej krawędzi jezdni?;;;;T;MM_D14_09_org.mp4;PODSTAWOWY;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
891;Czy w przedstawionej sytuacji jesteś ostrzegany o zbliżaniu się do jednego niebezpiecznego zakrętu w prawo?;;;;T;IMG_0345d8org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
892;Czy w przedstawionej sytuacji jesteś ostrzegany o kilku niebezpiecznych zakrętach w lewo?;;;;N;1814D15org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
893;Czy w przedstawionej sytuacji jesteś ostrzegany o dwóch niebezpiecznych zakrętach?;;;;N;A-3 zT-4org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
894;Czy w przedstawionej sytuacji jesteś ostrzegany o dwóch niebezpiecznych zakrętach, z których pierwszy jest w lewo?;;;;T;A-4 (5)org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
898;Czy w tej sytuacji jesteś ostrzegany o zbliżaniu się do skrzyżowania, na którym pierwszeństwo przejazdu nie jest określone przy pomocy znaków drogowych?;;;;T;A-5 (3)org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
901;Czy w przedstawionej sytuacji jesteś ostrzegany o zbliżaniu się do skrzyżowania z drogą podporządkowaną?;;;;T;IMG_1181d8org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
904; Czy w tej sytuacji należy rozpocząć hamowanie?;;;;T;D24_20org.mp4;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W15
916;Czy w trakcie prowadzenia pojazdu, wraz z upływem czasu, poprawia się Twoja zdolność dostrzegania znaków i sygnałów drogowych?;;;;N;IMG_9599org.jpg;PODSTAWOWY;2;B;W20
918;Kierujesz pojazdem z prędkością 30 km/h. Czy w tej sytuacji powinieneś zatrzymać pojazd przed sygnalizatorem?;;;;T;AK_D18_07org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W8
919;Czy gdy prowadzisz w stanie pobudzenia emocjonalnego, to maleje Twoja zdolność koncentracji uwagi?;;;;T;GND30__4_org.mp4;PODSTAWOWY;2;B;W20
928;Jedziesz drogą z pierwszeństwem. Czy w tej sytuacji, w razie potrzeby, należy powstrzymać się od dalszej jazdy?;;;;T;GMD29_2_org.mp4;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W15
941;Zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?;;;;N;513_D27KW_org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
942;Zamierzasz jechać na wprost. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?;;;;T;514_D27KW_org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
947;Zamierzasz jechać na wprost. Czy masz pierwszeństwo przed motocyklistą?;;;;N;KW_D22_419_org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
974;Czy umieszczony na tablicy znak ostrzega Cię o miejscu na drodze, w którym występuje lub może występować niebezpieczeństwo?;;;;T;3436D15org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
975;Czy w przedstawionej sytuacji masz obowiązek zachować szczególną ostrożność?;;;;T;D20_0061org.jpg;PODSTAWOWY;2;A,B,C,D,A1,A2,B1,C1,D1;W1
978;Czy w przedstawionej sytuacji jesteś ostrzegany o zbliżaniu się do skrzyżowania z jednokierunkową drogą podporządkowaną?;;;;T;A-6eorg.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
980;Czy tabliczka umieszczona pod znakiem wskazuje rzeczywisty przebieg drogi z pierwszeństwem przejazdu?;;;;T;IMG_4003org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
985;Czy w przedstawionej sytuacji jesteś ostrzegany o zbliżaniu się do przejazdu kolejowego wyposażonego w zapory, lub w półzapory?;;;;T;0876D18org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
986;Czy w przedstawionej sytuacji jesteś ostrzegany o przejeździe kolejowym wyposażonym w zapory lub półzapory?;;;;N;A-10 (2)org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
987;Czy w przedstawionej sytuacji jesteś ostrzegany o przejeździe kolejowym wyposażonym w półzapory?;;;;N;1070D18org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
988;Czy w przedstawionej sytuacji jesteś ostrzegany o poprzecznej nierówności jezdni?;;;;T;IMG_9274d8org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
990;Czy w przedstawionej sytuacji jesteś ostrzegany o nierównościach na drodze, występujących na odcinku 1,2 km za znakiem?;;;;T;IMG_9528d8org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
991;Czy w przedstawionej sytuacji jesteś ostrzegany o wypukłości jezdni zastosowanej w celu spowolnienia ruchu?;;;;N;IMG_9274d8org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
992;Czy w przedstawionej sytuacji jesteś ostrzegany o wypukłości na jezdni zastosowanej w celu spowolnienia ruchu?;;;;T;IMG_8384org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
994;Czy umieszczona pod znakiem ostrzegawczym widocznym na zdjęciu tabliczka, wskazuje jego odległość od miejsca niebezpiecznego?;;;;T;IMG_8384org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
996;Czy w przedstawionej sytuacji jesteś ostrzegany o zwężeniu jezdni, które może powodować utrudnienia ruchu?;;;;T;IMG_0816d8org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
997;Czy w przedstawionej sytuacji jesteś ostrzegany o wlocie drogi z prawej strony?;;;;N;IMG_6630d8org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
1000;Czy w przedstawionej sytuacji należy spodziewać się utrudnień ruchu?;;;;T;IMG_7184_1org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
1001;Czy w przedstawionej sytuacji jesteś ostrzegany o zbliżaniu się do wyznaczonego na drodze przejścia dla pieszych?;;;;T;843D15org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
1003;Czy w przedstawionej sytuacji jesteś ostrzegany o miejscu na drodze szczególnie często uczęszczanym przez dzieci lub o bliskości takiego miejsca?;;;;T;A-17 (2)org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
1004;Czy w przedstawionej sytuacji jesteś ostrzegany o możliwości napotkania na drodze zwierząt gospodarskich?;;;;T;IMG_1101d8org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
1005;Czy w przedstawionej sytuacji jesteś ostrzegany o możliwości napotkania na drodze dzikich zwierząt?;;;;T;JAZDA NOCĄorg.mp4;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
1009;Czy w przedstawionej sytuacji jesteś ostrzegany o zbliżaniu się do miejsca, w którym rozpoczyna się ruch dwukierunkowy?;;;;T;1498D15org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
1015;Czy w przedstawionej sytuacji jesteś ostrzegany o zbliżaniu się do stromego podjazdu?;;;;N;0805D14MMorg.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
1018;Czy w przedstawionej sytuacji jesteś ostrzegany o miejscu, w którym rowerzyści wjeżdżają na jezdnię lub przez nią przejeżdżają?;;;;T;0989D18org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
1025;Czy w przedstawionej sytuacji jesteś ostrzegany o drodze pokrytej żwirem, który może być wyrzucany spod kół jadących pojazdów?;;;;T;IMG_9333d8org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
1028;Czy w przedstawionej sytuacji jesteś ostrzegany o skrzyżowaniu, na którym ruch jest kierowany za pomocą sygnalizacji świetlnej?;;;;T;IMG_9157d8org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
1033;Czy w przedstawionej sytuacji, wjeżdżając na pobocze, powinieneś zrobić to ostrożnie i znacznie zmniejszyć prędkość?;;;;T;IMG_1387d8org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
1035;Czy na odcinku drogi za widocznym znakiem będziesz ostrzegany o każdym występującym na niej zakręcie?;;;;N;IMG_7630d8org.jpg;PODSTAWOWY;2;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W1
1052;Czy w tej sytuacji czerwone punktowe elementy odblaskowe wyznaczają prawą krawędź jezdni?;;;;T;IMG_9751org.jpg;PODSTAWOWY;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
1055;Czy w tej sytuacji, za linią złożoną z punktowych elementów odblaskowych barwy czerwonej znajduje się pas ruchu?;;;;N;IMG_9757aorg.jpg;PODSTAWOWY;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
1056;Czy w tej sytuacji, bezpośrednio za widoczną po prawej stronie drogi linią złożoną z punktowych elementów odblaskowych barwy białej jest pobocze?;;;;N;IMG_9746org.jpg;PODSTAWOWY;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
1058;Czy w tej sytuacji, umieszczone po prawej stronie jezdni punktowe elementy odblaskowe barwy białej informują Cię o krawędzi jezdni?;;;;N;IMG_9746org.jpg;PODSTAWOWY;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W4
1068;Czy w przedstawionej sytuacji masz obowiązek zachować odstęp nie mniejszy niż 1 metr od wyprzedzanego rowerzysty?;;;;T;D17PWCz_1org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W12
1081;Czy na tak oznakowanym skrzyżowaniu masz prawo wyprzedzać pojazdy poruszające się innymi pasami?;;;;T;D29WCzorg.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W12
1090;Czy w tej sytuacji możesz wyprzedzać?;;;;N;D38WCz_2org.mp4;PODSTAWOWY;3;B;W12
1091;Czy w przedstawionej sytuacji zakaz wyrażony znakiem obowiązuje od miejsca jego ustawienia?;;;;T;526D21org.jpg;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
1092;Czy umieszczona pod tym znakiem zakazu tabliczka określa długość odcinka jezdni, na którym zakaz ten obowiązuje?;;;;T;1005D15org.jpg;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W2
1107;Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony?;;;;T;511_D27KW_org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
1109;Zamierzasz kontynuować jazdę na wprost. Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony?;;;;N;518_D27KW_org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
1111;Czy w tej sytuacji masz obowiązek ustąpić pierwszeństwa pojazdowi, który nadjeżdża z lewej strony?;;;;T;KW_D16_354org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
1112;Czy w tej sytuacji masz pierwszeństwo przed pojazdem wjeżdżającym z lewej strony na pas ruchu?;;;;N;KW_D16_355org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
1114;Zamierzasz skręcić w prawo. Czy masz obowiązek ustąpienia pierwszeństwa pojazdowi, który nadjeżdża z lewej strony?;;;;N;KW_D16_352org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
1120;Zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa rowerzyście?;;;;T;KW_D16_253org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
1121;Czy w tej sytuacji, jadąc na wprost, masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony?;;;;T;KW_D16_357org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
1127;Czy w tej sytuacji należy zrezygnować z rozpoczęcia wyprzedzania?;;;;T;D26_395org.jpg;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W12
1133;Czy w przedstawionej sytuacji w obszarze zabudowanym, masz obowiązek zmniejszyć prędkość, aby umożliwić kierującemu autobusem włączenie się do ruchu?;;;;T;705.D34KWorg.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
1134;Skręcasz w lewo na najbliższym skrzyżowaniu. Czy masz pierwszeństwo przed nadjeżdżającym pojazdem?;;;;N;706.D34KWorg.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
1138;Czy kierując autobusem komunikacji miejskiej na obszarze zabudowanym, powinieneś upewnić się, że wyjazd z zatoki nie spowoduje zagrożenia bezpieczeństwa ruchu drogowego?;;;;T;717.D35KWorg.mp4;PODSTAWOWY;3;D,D1;W6
1139;Czy kierując autobusem komunikacji miejskiej poza obszarem zabudowanym masz pierwszeństwo podczas włączania się do ruchu z przystanku?;;;;N;717.D35KWorg.mp4;PODSTAWOWY;3;D,D1;W6
1142;Czy w tej sytuacji, jadąc na wprost, jesteś włączającym się do ruchu?;;;;T;D42_8org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
1143;Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej strony?;;;;N;537.D28KW_org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
1144;Czy w tej sytuacji zachowanie pieszego wymaga, abyś użył sygnału dźwiękowego?;;;;N;538.D28KW_org.mp4;PODSTAWOWY;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W14
1145;Zamierzasz skręcić w lewo. Czy w tej sytuacji masz pierwszeństwo przed pojazdem nadjeżdżającym z prawej strony?;;;;N;540.D28KW_org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
1146;Czy masz obowiązek ustąpić pierwszeństwa pojazdowi szynowemu, który wyjeżdża z pętli?;;;;N;544.D28KW_org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
1148;Zamierzasz jechać na wprost, a kierujący tramwajem planuje skręcić w lewo. Czy masz przed nim pierwszeństwo?;;;;N;546.D28KW_org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
1153;Zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?;;;;T;607.D29org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
1157;Kierujesz pojazdem na obszarze zabudowanym. Czy w tej sytuacji użycie sygnału dźwiękowego jest zabronione?;;;;N;610.D29GMorg.mp4;PODSTAWOWY;1;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W14
1158;Zamierzasz jechać na wprost. Czy masz pierwszeństwo przed pojazdem szynowym skręcającym w prawo do zajezdni ?;;;;N;614.D29GMorg.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
1162;Zamierzasz wjechać na drogę twardą skręcając w prawo. Czy masz pierwszeństwo przed pojazdem nadjeżdżającym z lewej strony?;;;;N;627.D33_2org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
1163;Zamierzasz jechać na wprost. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z lewej strony?;;;;T;774. RONDO_12org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W7
1169;Zamierzasz skręcić w lewo. Czy masz pierwszeństwo przed pojazdem szynowym nadjeżdżającym z przeciwka?;;;;N;635.D33_org.mp4;PODSTAWOWY;3;A,B,C,D,T,AM,A1,A2,B1,C1,D1;W6
